SID;DID;TID;VILL_CODE;C_CODE01;NAME;UID;UID_1;LOC_CODE;State_Code;State_Name;District_C;Dist_Name;Tehsil_Cod;Thsil_Name;Block_Code;Nyay_Panch;Village_Co;NAME_1;AREA;RES_HOUSE;HOUSEHOLDS;T_POPLN;T_M_POPLN;T_F_POPLN;POPLN_M6;POPLN_F6;M_SC;F_SC;M_ST;F_ST;M_LITERATE;F_LITERATE;T_M_WORKER;T_F_WORKER;M_INDCAT1;F_INDCAT1;M_INDCAT2;F_INDCAT2;M_INDCAT3;F_INDCAT3;M_INDCAT4;F_INDCAT4;M_INDCAT5A;F_INDCAT5A;M_INDCAT5B;F_INDCAT5B;M_INDCAT6;F_INDCAT6;M_INDCAT7;F_INDCAT7;M_INDCAT8;F_INDCAT8;M_INDCAT9;F_INDCAT9;M_MARGINAL;F_MARGINAL;M_NON_WORK;F_NON_WORK;State_Co_1;State_Na_1;District_1;Dist_Name_;Tehsil_C_1;Thsil_Na_1;Block_co_1;Village__1;Village_Na;MRGD_IN_TN;EDU_INST;RANG_EDU;P_SCH;M_SCH;H_SCH;PU_COLL;GR_COLL;IND_SCH;TR_SCH;ADLT_LT_CN;OTH_SCH;MED_INST;RANG_MED;H_CNTR;MCW_CNTR;MH_CNTR;CWC_CNTR;HC_CNTR;PHC_CNTR;PHS_CNTR;DISP_CNTR;FPC_CNTR;TB_CNTR;NH_CNTR;RP_CNTR;SMP_CNTR;CHW_CNTR;OTH_CNTR;DRNK_WAT;RANG_WAT;TAP;WELL;TANK;TUBE_WELL;HAND_PUMP;RIVER_WAT;FOUNTAIN;CANAL;LAKE;SPRING;NALA;OTH_FAC;PNT_FAC;RANG_PNT;PO;TO;PTO;PHONE;MRKT_FAC;RANG_MRKT;MK_MON;MKT_TUE;MK_WED;MK_THU;MK_FRI;MK_SAT;MK_SUN;MK_DAILY;MK_FORT;MK_MONTHLY;COMM_FAC;RANG_COMM;COMM_BS;TX_TEMP_FC;COMM_RS;COMM_NW;APP_PR;APP_KR;APP_NR;APP_NC;APP_NW;APP_FP;NEAR_TOWN;DIST_N_TWN;POWER_SUPL;POWER_ED;POWER_EAG;POWER_EO;POWER_EA;FOREST;IRR_GC;IRR_PC;IRR_W;IRR_WE;IRR_TW;IRR_TWE;IRR_TK;IRR_R;IRR_L;IRR_WF;IRR_O;IRR_TOTAL;UN_IRRIGAT;CULT_WASTE;N_AV_CULT;Area_vill_;HOUSEHOLD;TOT_POPLN;res_house_;FOUNT_IRR;NOT_AVAIL;loc_code_v;AGRI_LAND;ST_TOWN;CHK;CHC_CNTR
11;04;0001;00036100;1104000100036100;SAMDUR;259081;259081;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;48;	Samdur;146.08;423;438;2364;1263;1101;214;212;93;86;118;129;871;548;572;93;93;17;45;10;19;4;1;0;4;0;42;5;74;15;126;15;64;0;104;27;0;0;691;1008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00002000;1101000200002000;SAKYONG-PENTONG;259088;259088;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;8;	Sakyong-Pentong;1458.82;49;49;199;120;79;27;18;1;0;101;79;75;32;71;40;44;37;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;1;0;48;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00001900;1101000200001900;LINGZAH-TOLUNG;259089;259089;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;7;	Lingzah-Tolung;1701.59;69;69;328;177;151;31;42;7;3;98;93;199;75;117;66;54;38;54;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;0;0;60;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00001700;1101000200001700;LINGDEM;259090;259090;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;9;	Lingden;1385.57;76;76;366;200;166;58;50;0;0;140;123;67;37;96;79;47;55;40;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;0;104;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00001800;1101000200001800;TINGBONG;259091;259091;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;6;	Tingvong;1830.28;185;185;1083;591;492;112;136;8;4;317;297;260;108;339;209;116;123;168;79;16;0;0;0;1;1;0;0;3;1;1;0;2;0;32;5;0;0;252;283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00001600;1101000200001600;LINGTHEM;259092;259092;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;10;	Lingthem;961.88;187;187;910;475;435;112;89;16;10;319;318;270;208;209;165;56;71;69;63;5;3;0;0;3;1;0;0;16;4;1;1;1;0;58;22;0;1;266;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00002700;1101000200002700;LINGDONG;259093;259093;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;11;	Lingdong;472.91;129;129;746;399;347;94;70;7;4;186;200;217;122;203;92;59;26;50;28;9;2;0;0;0;0;0;1;0;0;7;1;4;0;74;34;0;0;196;255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00002600;1101000200002600;BARFOK;259094;259094;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;17;	Barfok;836.1;106;107;624;321;303;94;80;6;4;164;166;205;88;152;122;59;83;72;30;1;0;0;0;2;1;0;1;1;0;0;0;0;0;17;7;0;1;169;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00002500;1101000200002500;HEE-GYATHANG;259095;259095;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;18;	Hee-Gyathang;1922.93;227;227;1252;662;590;122;150;29;36;402;380;353;185;342;62;157;35;111;8;18;4;0;0;6;1;1;3;1;0;0;1;0;1;48;9;0;206;320;322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00002400;1101000200002400;GNON-SAMDONG;259096;259096;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;19;	Gnon-Samdong;692.19;67;67;344;192;152;45;36;3;2;118;99;95;53;103;71;43;48;16;6;16;10;0;0;2;0;0;0;2;2;0;0;0;0;24;5;1;0;88;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00002300;1101000200002300;GOR;259097;259097;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;20;	Gor;920.3;149;149;785;418;367;95;88;14;11;265;247;195;93;207;73;99;42;72;24;0;0;0;0;2;0;0;0;0;0;0;0;4;0;30;7;0;1;211;293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00002200;1101000200002200;SANGTOK;259098;259098;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;29;	Sangtok;858.23;113;113;593;305;288;64;78;1;2;218;206;141;56;148;40;84;23;42;13;4;0;0;0;0;0;0;0;4;1;0;0;1;0;13;3;0;0;157;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00003700;1101000200003700;TANGYEK;259099;259099;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;27;	Tangyek;452.35;75;75;357;191;166;31;30;11;12;126;110;91;59;103;8;86;3;0;0;1;0;0;0;2;0;0;0;4;0;3;0;0;0;7;5;0;0;88;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00000900;1101000200000900;NAGA-NAMGOR;259100;259100;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;1;	Naga Namgor;503.76;80;80;347;185;162;44;32;8;10;107;108;92;65;99;48;31;24;5;6;16;1;0;0;3;2;0;0;24;3;5;2;3;0;12;10;1;17;85;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00001000;1101000200001000;MEYONG;259101;259101;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;2;	Meyong;250.52;30;30;111;58;53;11;13;0;0;33;34;47;19;32;10;9;10;1;0;0;0;0;0;0;0;0;0;16;0;2;0;0;0;4;0;0;1;26;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00001100;1101000200001100;SINGCHIT;259102;259102;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;3;	Singchit;904.44;70;70;370;208;162;45;30;2;4;149;114;148;98;71;5;43;2;3;1;1;0;0;0;1;0;0;0;5;0;1;0;0;0;17;2;0;0;137;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00001400;1101000200001400;SENTAM;259103;259103;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;4;	Sentam;431.22;143;143;748;394;354;79;81;5;5;201;218;167;119;191;41;67;13;62;10;4;0;0;0;3;0;0;0;3;0;11;2;2;0;39;16;0;2;203;311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00001200;1101000200001200;PAKSHEP;259104;259104;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;14;	Pakshep;99.59;49;49;289;151;138;27;38;12;10;17;22;71;25;87;70;72;64;6;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;2;0;0;64;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00001300;1101000200001300;KAZOR;259105;259105;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;13;	Kazor;261.31;74;74;346;179;167;31;42;8;10;79;85;98;52;105;71;69;68;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;31;2;0;0;74;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00001500;1101000200001500;SALIM PAKEL;259106;259106;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;5;	Salim-Pakyel;2241.74;81;83;404;223;181;53;43;3;0;116;116;100;61;126;86;46;54;56;30;12;0;0;0;2;0;0;0;0;0;0;0;0;1;10;1;0;0;97;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00002900;1101000200002900;SINGHIK;259107;259107;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;15;	Singhik;384.57;381;381;1892;1054;838;181;171;92;73;346;289;628;286;495;184;80;49;78;64;30;4;0;0;21;0;17;0;27;1;38;6;10;0;194;60;0;0;559;654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00002800;1101000200002800;ZIMCHUNG;259108;259108;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;12;	Zimchung;297.14;332;333;1576;848;728;176;165;62;44;146;150;458;232;441;195;123;83;80;45;0;0;0;0;15;1;3;0;31;9;9;4;5;0;175;53;1;7;406;526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00003000;1101000200003000;RINGHIM;259109;259109;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;16;	Ringhion;240.54;84;84;515;265;250;70;66;0;0;106;120;114;63;112;19;41;7;63;8;1;0;0;0;1;0;0;0;1;0;0;0;0;0;5;4;0;92;153;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00003100;1101000200003100;NAMPATAM;259110;259110;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;21;	Nampatnam;458.53;54;54;240;124;116;36;23;3;2;90;88;59;42;61;59;33;55;22;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;63;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00003200;1101000200003200;TINGCHIM;259111;259111;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;22;	Tinchim;595.55;115;119;631;331;300;65;69;3;4;158;146;182;107;188;158;159;147;2;2;1;0;0;0;1;0;0;1;1;0;2;0;2;0;20;8;0;0;143;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00003300;1101000200003300;U. MANGSHILA;259112;259112;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;23;	Upper-Mang-Shilla;311.19;134;134;701;357;344;76;83;4;10;19;10;236;124;170;101;147;99;0;0;4;0;0;0;0;0;2;0;1;0;2;0;0;0;14;2;0;0;187;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00003400;1101000200003400;L. MANGSHILA;259113;259113;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;24;	Lower-Mang-Shilla;296.15;136;136;739;400;339;98;59;52;49;6;9;124;77;192;180;179;176;0;0;0;0;0;0;0;0;0;0;1;0;3;1;1;0;8;3;0;0;208;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00003500;1101000200003500;NAMOK;259114;259114;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;25;	Namok;330.91;120;120;593;309;284;42;55;8;8;176;163;172;113;158;127;110;104;0;0;1;0;0;0;6;0;4;1;7;2;7;4;4;0;19;16;0;0;151;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00003600;1101000200003600;SHEYAM;259115;259115;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;26;	Sheyam;392.85;99;99;551;303;248;55;56;0;0;240;201;146;78;163;33;116;18;12;1;3;0;0;0;0;0;2;2;4;1;0;0;3;0;23;11;0;0;140;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00003800;1101000200003800;RAMTHANG;259116;259116;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;28;	Ramthang;579.9;74;75;448;249;199;53;43;0;0;222;177;118;69;130;14;105;5;0;0;11;1;0;0;1;0;0;2;0;0;1;0;1;0;11;6;0;0;119;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00003900;1101000200003900;RONGONG;259117;259117;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;31;	Rongong;372.8;111;111;524;293;231;49;35;9;4;129;133;128;86;174;103;73;69;2;3;33;1;0;0;1;0;6;4;2;0;10;5;3;0;44;21;0;0;119;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00004100;1101000200004100;PHODONG;259118;259118;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;45;	Phodong Forest Block;0.0;18;18;38;25;13;1;0;0;0;5;2;4;2;19;8;0;0;0;0;18;4;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00004200;1101000200004200;CHAWANG;259119;259119;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;34;	Chawang;504.11;111;111;498;268;230;45;55;0;0;249;212;114;45;153;51;131;49;0;0;3;1;0;0;0;0;0;0;4;0;1;0;1;0;13;1;0;0;115;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00004300;1101000200004300;PHAMTAM;259120;259120;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;35;	Phamtam;194.87;36;36;185;93;92;18;20;0;0;79;84;53;29;44;35;30;32;0;0;2;0;0;0;0;0;0;0;2;0;1;0;0;0;9;3;0;0;49;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00004400;1101000200004400;MEN-RONGONG;259121;259121;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;36;	Men-Rongo-ng;546.06;70;70;359;185;174;39;36;4;5;148;148;70;59;92;78;80;67;3;3;0;0;0;0;0;0;0;0;1;0;1;0;1;0;6;8;0;0;93;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00004600;1101000200004600;LABI;259122;259122;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;37;	Labi;559.98;91;91;391;211;180;34;40;30;13;158;154;114;50;136;91;96;76;0;0;1;0;0;0;1;0;0;1;28;10;6;3;0;0;4;1;0;0;75;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00004500;1101000200004500;PANEY-PHENSONG;259123;259123;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;38;	Paney-Phensong;391.42;159;159;741;391;350;57;69;5;10;287;294;238;150;214;99;99;66;26;0;7;1;0;0;0;0;6;1;28;4;8;1;4;1;36;25;0;0;177;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00004000;1101000200004000;TUMLONG;259124;259124;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;32;	Tumlong;446.51;59;61;373;207;166;40;31;6;4;125;116;74;42;101;67;48;38;30;17;2;0;0;0;1;0;0;3;8;4;2;3;2;0;8;2;0;0;106;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00004700;1101000200004700;KABI;259125;259125;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;39;	Kabi;905.41;182;182;848;476;372;87;76;8;5;325;271;228;108;226;112;101;73;48;9;20;5;0;0;0;1;4;4;19;11;6;1;4;0;24;8;0;0;250;260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00004800;1101000200004800;TINGDA;259126;259126;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;40;	Tingda;396.69;126;126;554;311;243;37;52;7;3;275;218;154;75;179;72;117;45;16;8;1;0;0;0;0;0;2;1;25;11;1;1;4;0;13;6;0;0;132;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0002;00002100;1101000200002100;LUM;259127;259127;1e+16;11;Sikkim;1;North District;20;MANGAN;20;20;30;	Lum;1172.37;68;68;265;137;128;26;25;0;0;100;92;60;18;76;53;52;44;18;8;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1;0;0;61;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0001;00000200;1101000100000200;LACHUNG;259129;259129;1e+16;11;Sikkim;1;North District;10;CHUNGTHANG;10;10;2;	Lachung;2805.82;503;503;2086;1173;913;193;211;34;29;665;623;590;164;728;336;141;122;83;31;2;0;0;0;3;2;4;0;274;162;6;2;15;0;200;17;0;0;445;577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0001;00000400;1101000100000400;SHIPGYER;259130;259130;1e+16;11;Sikkim;1;North District;10;CHUNGTHANG;10;10;5;	Shipgyer;1635.9;84;84;478;255;223;63;63;5;6;234;202;139;78;112;27;85;17;7;1;1;0;0;0;1;0;0;0;6;1;0;1;0;0;12;7;0;0;143;196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0001;00000500;1101000100000500;TUNG;259131;259131;1e+16;11;Sikkim;1;North District;10;CHUNGTHANG;10;10;4;	Tung;325.38;25;25;129;73;56;14;15;0;0;33;35;40;13;38;9;11;2;10;5;0;0;0;0;0;0;0;0;3;1;0;0;0;0;14;1;0;0;35;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0001;00000100;1101000100000100;LACHEN;259132;259132;1e+16;11;Sikkim;1;North District;10;CHUNGTHANG;10;10;1;	Lachen;3635.75;488;488;1640;977;663;140;135;12;9;591;508;434;90;689;369;173;174;6;9;4;4;0;0;18;17;0;2;286;159;25;0;14;0;163;4;0;0;288;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;01;0001;00000300;1101000100000300;CHUNGTHANG;259133;259133;1e+16;11;Sikkim;1;North District;10;CHUNGTHANG;10;10;3;	Tsunthang (Chungthang);2676.93;592;597;2444;1316;1128;300;251;75;71;554;534;645;488;649;106;62;13;38;0;15;0;1;0;34;0;14;18;225;44;27;4;12;0;221;27;0;5;667;1017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
